state,county,candidate,party,total_votes,won
Maine,East Millinocket,Donald Trump,REP,567,True
Maine,East Millinocket,Joe Biden,DEM,370,False
Maine,Eddington,Donald Trump,REP,903,True
Maine,Eddington,Joe Biden,DEM,503,False
Maine,Edinburg,Donald Trump,REP,66,True
Maine,Edinburg,Joe Biden,DEM,36,False
Maine,Enfield,Donald Trump,REP,585,True
Maine,Enfield,Joe Biden,DEM,279,False
Maine,Etna,Donald Trump,REP,495,True
Maine,Etna,Joe Biden,DEM,216,False
Maine,Exeter,Donald Trump,REP,366,True
Maine,Exeter,Joe Biden,DEM,190,False
Maine,Garland,Donald Trump,REP,409,True
Maine,Garland,Joe Biden,DEM,177,False
Maine,Glenburn,Donald Trump,REP,1612,True
Maine,Glenburn,Joe Biden,DEM,1108,False
Maine,Greenbush,Donald Trump,REP,499,True
Maine,Greenbush,Joe Biden,DEM,193,False
Maine,Hampden,Joe Biden,DEM,2451,True
Maine,Hampden,Donald Trump,REP,2265,False
Maine,Hermon,Donald Trump,REP,2427,True
Maine,Hermon,Joe Biden,DEM,1447,False
Maine,Holden,Donald Trump,REP,1200,True
Maine,Holden,Joe Biden,DEM,871,False
Maine,Howland,Donald Trump,REP,390,True
Maine,Howland,Joe Biden,DEM,221,False
Maine,Hudson,Donald Trump,REP,484,True
Maine,Hudson,Joe Biden,DEM,120,False
Maine,Kenduskeag,Donald Trump,REP,514,True
Maine,Kenduskeag,Joe Biden,DEM,242,False
Maine,LaGrange,Donald Trump,REP,248,True
Maine,LaGrange,Joe Biden,DEM,101,False
Maine,Lakeville,Donald Trump,REP,38,True
Maine,Lakeville,Joe Biden,DEM,29,False
Maine,Lee,Donald Trump,REP,350,True
Maine,Lee,Joe Biden,DEM,140,False
Maine,Levant,Donald Trump,REP,1149,True
Maine,Levant,Joe Biden,DEM,477,False
Maine,Lincoln,Donald Trump,REP,1723,True
Maine,Lincoln,Joe Biden,DEM,813,False
Maine,Lowell,Donald Trump,REP,193,True
Maine,Lowell,Joe Biden,DEM,56,False
Maine,Mattawamkeag,Donald Trump,REP,257,True
Maine,Mattawamkeag,Joe Biden,DEM,120,False
Maine,Maxfield,Donald Trump,REP,48,True
Maine,Maxfield,Joe Biden,DEM,17,False
Maine,Medway,Donald Trump,REP,550,True
Maine,Medway,Joe Biden,DEM,195,False
Maine,Milford,Donald Trump,REP,922,True
Maine,Milford,Joe Biden,DEM,861,False
Maine,Millinocket,Donald Trump,REP,1310,True
Maine,Millinocket,Joe Biden,DEM,1049,False
Maine,Mount Chase,Donald Trump,REP,81,True
Maine,Mount Chase,Joe Biden,DEM,39,False
Maine,Newburgh,Donald Trump,REP,599,True
Maine,Newburgh,Joe Biden,DEM,366,False
Maine,Newport,Donald Trump,REP,1118,True
Maine,Newport,Joe Biden,DEM,584,False
Maine,Old Town,Joe Biden,DEM,2365,True
Maine,Old Town,Donald Trump,REP,1668,False
Maine,Orono,Joe Biden,DEM,3728,True
Maine,Orono,Donald Trump,REP,1200,False
Maine,Orrington,Donald Trump,REP,1405,True
Maine,Orrington,Joe Biden,DEM,1089,False
Maine,Passadumkeag,Donald Trump,REP,165,True
Maine,Passadumkeag,Joe Biden,DEM,55,False
Maine,Patten,Donald Trump,REP,362,True
Maine,Patten,Joe Biden,DEM,149,False
Maine,Plymouth,Donald Trump,REP,505,True
Maine,Plymouth,Joe Biden,DEM,230,False
Maine,Seboeis Plt.,Joe Biden,DEM,22,True
Maine,Seboeis Plt.,Donald Trump,REP,19,False
Maine,Springfield,Donald Trump,REP,135,True
Maine,Springfield,Joe Biden,DEM,26,False
Maine,Stacyville,Donald Trump,REP,169,True
Maine,Stacyville,Joe Biden,DEM,38,False
Maine,Stetson,Donald Trump,REP,524,True
Maine,Stetson,Joe Biden,DEM,217,False
Maine,Veazie,Joe Biden,DEM,646,True
Maine,Veazie,Donald Trump,REP,525,False
Maine,Webster Plt.,Donald Trump,REP,33,True
Maine,Webster Plt.,Joe Biden,DEM,9,False
Maine,Winn,Donald Trump,REP,145,True
Maine,Winn,Joe Biden,DEM,60,False
Maine,Woodville,Donald Trump,REP,116,True
Maine,Woodville,Joe Biden,DEM,19,False
Maine,Abbot,Donald Trump,REP,288,True
Maine,Abbot,Joe Biden,DEM,121,False
Maine,Atkinson,Donald Trump,REP,122,True
Maine,Atkinson,Joe Biden,DEM,49,False
Maine,Beaver Cove,Donald Trump,REP,60,True
Maine,Beaver Cove,Joe Biden,DEM,59,False
Maine,Bowerbank,Donald Trump,REP,76,True
Maine,Bowerbank,Joe Biden,DEM,41,False
Maine,Brownville,Donald Trump,REP,467,True
Maine,Brownville,Joe Biden,DEM,280,False
Maine,Dover-Foxcroft,Donald Trump,REP,1356,True
Maine,Dover-Foxcroft,Joe Biden,DEM,914,False
Maine,Greenville,Donald Trump,REP,644,True
Maine,Greenville,Joe Biden,DEM,486,False
Maine,Guilford,Donald Trump,REP,466,True
Maine,Guilford,Joe Biden,DEM,248,False
Maine,Lake View Plt.,Donald Trump,REP,71,True
Maine,Lake View Plt.,Joe Biden,DEM,40,False
Maine,Medford,Donald Trump,REP,112,True
Maine,Medford,Joe Biden,DEM,46,False
Maine,Milo,Donald Trump,REP,781,True
Maine,Milo,Joe Biden,DEM,410,False
Maine,Monson,Donald Trump,REP,289,True
Maine,Monson,Joe Biden,DEM,173,False
Maine,Parkman,Donald Trump,REP,333,True
Maine,Parkman,Joe Biden,DEM,148,False
Maine,Sangerville,Donald Trump,REP,479,True
Maine,Sangerville,Joe Biden,DEM,255,False
Maine,Sebec,Donald Trump,REP,305,True
Maine,Sebec,Joe Biden,DEM,117,False
Maine,Shirley,Donald Trump,REP,96,True
Maine,Shirley,Joe Biden,DEM,34,False
Maine,Wellington,Donald Trump,REP,67,True
Maine,Wellington,Joe Biden,DEM,50,False
Maine,Willimantic,Donald Trump,REP,70,True
Maine,Willimantic,Joe Biden,DEM,20,False
Maine,Arrowsic,Joe Biden,DEM,260,True
Maine,Arrowsic,Donald Trump,REP,104,False
Maine,Bath,Joe Biden,DEM,3421,True
Maine,Bath,Donald Trump,REP,1540,False
Maine,Bowdoin,Donald Trump,REP,1079,True
Maine,Bowdoin,Joe Biden,DEM,755,False
Maine,Bowdoinham,Joe Biden,DEM,1123,True
Maine,Bowdoinham,Donald Trump,REP,856,False
Maine,Georgetown,Joe Biden,DEM,525,True
Maine,Georgetown,Donald Trump,REP,294,False
Maine,Phippsburg,Joe Biden,DEM,794,True
Maine,Phippsburg,Donald Trump,REP,745,False
Maine,Richmond,Donald Trump,REP,1056,True
Maine,Richmond,Joe Biden,DEM,934,False
Maine,Topsham,Joe Biden,DEM,3944,True
Maine,Topsham,Donald Trump,REP,2390,False
Maine,West Bath,Joe Biden,DEM,737,True
Maine,West Bath,Donald Trump,REP,629,False
Maine,Woolwich,Donald Trump,REP,1062,True
Maine,Woolwich,Joe Biden,DEM,1035,False
Maine,Anson,Donald Trump,REP,796,True
Maine,Anson,Joe Biden,DEM,398,False
Maine,Athens,Donald Trump,REP,332,True
Maine,Athens,Joe Biden,DEM,167,False
Maine,Bingham,Donald Trump,REP,349,True
Maine,Bingham,Joe Biden,DEM,215,False
Maine,Brighton Plt.,Donald Trump,REP,29,True
Maine,Brighton Plt.,Joe Biden,DEM,16,False
Maine,Cambridge,Donald Trump,REP,176,True
Maine,Cambridge,Joe Biden,DEM,72,False
Maine,Canaan,Donald Trump,REP,749,True
Maine,Canaan,Joe Biden,DEM,384,False
Maine,Caratunk,Donald Trump,REP,36,True
Maine,Caratunk,Joe Biden,DEM,24,False
Maine,Cornville,Donald Trump,REP,471,True
Maine,Cornville,Joe Biden,DEM,283,False
Maine,Dennistown Plt.,Donald Trump,REP,19,True
Maine,Dennistown Plt.,Joe Biden,DEM,5,False
Maine,Detroit,Donald Trump,REP,276,True
Maine,Detroit,Joe Biden,DEM,151,False
Maine,Embden,Donald Trump,REP,374,True
Maine,Embden,Joe Biden,DEM,181,False
Maine,Fairfield,Donald Trump,REP,1845,True
Maine,Fairfield,Joe Biden,DEM,1428,False
Maine,Harmony,Donald Trump,REP,326,True
Maine,Harmony,Joe Biden,DEM,151,False
Maine,Hartland,Donald Trump,REP,610,True
Maine,Hartland,Joe Biden,DEM,266,False
Maine,Highland Plt.,Donald Trump,REP,71,True
Maine,Highland Plt.,Joe Biden,DEM,42,False
Maine,Jackman,Donald Trump,REP,387,True
Maine,Jackman,Joe Biden,DEM,144,False
Maine,Madison,Donald Trump,REP,1411,True
Maine,Madison,Joe Biden,DEM,928,False
Maine,Mercer,Donald Trump,REP,283,True
Maine,Mercer,Joe Biden,DEM,183,False
Maine,Moose River,Donald Trump,REP,107,True
Maine,Moose River,Joe Biden,DEM,13,False
Maine,Moscow,Donald Trump,REP,199,True
Maine,Moscow,Joe Biden,DEM,74,False
Maine,New Portland,Donald Trump,REP,266,True
Maine,New Portland,Joe Biden,DEM,185,False
Maine,Norridgewock,Donald Trump,REP,1128,True
Maine,Norridgewock,Joe Biden,DEM,687,False
Maine,Palmyra,Donald Trump,REP,800,True
Maine,Palmyra,Joe Biden,DEM,325,False
Maine,Pittsfield,Donald Trump,REP,1156,True
Maine,Pittsfield,Joe Biden,DEM,817,False
Maine,Pleasant Ridge Plt.,Donald Trump,REP,40,True
Maine,Pleasant Ridge Plt.,Joe Biden,DEM,12,False
Maine,Ripley,Donald Trump,REP,195,True
Maine,Ripley,Joe Biden,DEM,100,False
Maine,St. Albans,Donald Trump,REP,833,True
Maine,St. Albans,Joe Biden,DEM,321,False
Maine,Skowhegan,Donald Trump,REP,2215,True
Maine,Skowhegan,Joe Biden,DEM,1876,False
Maine,Smithfield,Donald Trump,REP,342,True
Maine,Smithfield,Joe Biden,DEM,269,False
Maine,Solon,Donald Trump,REP,365,True
Maine,Solon,Joe Biden,DEM,243,False
Maine,Starks,Donald Trump,REP,237,True
Maine,Starks,Joe Biden,DEM,137,False
Maine,The Forks Plt.,Joe Biden,DEM,18,True
Maine,The Forks Plt.,Donald Trump,REP,18,False
Maine,West Forks Plt.,Donald Trump,REP,30,True
Maine,West Forks Plt.,Joe Biden,DEM,21,False
Maine,Belfast,Joe Biden,DEM,2847,True
Maine,Belfast,Donald Trump,REP,1259,False
Maine,Belmont,Donald Trump,REP,319,True
Maine,Belmont,Joe Biden,DEM,259,False
Maine,Brooks,Donald Trump,REP,317,True
Maine,Brooks,Joe Biden,DEM,246,False
Maine,Burnham,Donald Trump,REP,389,True
Maine,Burnham,Joe Biden,DEM,234,False
Maine,Frankfort,Donald Trump,REP,441,True
Maine,Frankfort,Joe Biden,DEM,220,False
Maine,Freedom,Donald Trump,REP,236,True
Maine,Freedom,Joe Biden,DEM,201,False
Maine,Islesboro,Joe Biden,DEM,309,True
Maine,Islesboro,Donald Trump,REP,120,False
Maine,Jackson,Donald Trump,REP,191,True
Maine,Jackson,Joe Biden,DEM,134,False
Maine,Knox,Donald Trump,REP,315,True
Maine,Knox,Joe Biden,DEM,147,False
Maine,Liberty,Donald Trump,REP,308,True
Maine,Liberty,Joe Biden,DEM,265,False
Maine,Lincolnville,Joe Biden,DEM,1059,True
Maine,Lincolnville,Donald Trump,REP,551,False
Maine,Monroe,Joe Biden,DEM,308,True
Maine,Monroe,Donald Trump,REP,266,False
Maine,Montville,Joe Biden,DEM,346,True
Maine,Montville,Donald Trump,REP,266,False
Maine,Morrill,Donald Trump,REP,355,True
Maine,Morrill,Joe Biden,DEM,242,False
Maine,Northport,Joe Biden,DEM,670,True
Maine,Northport,Donald Trump,REP,408,False
Maine,Palermo,Donald Trump,REP,537,True
Maine,Palermo,Joe Biden,DEM,381,False
Maine,Prospect,Donald Trump,REP,242,True
Maine,Prospect,Joe Biden,DEM,170,False
Maine,Searsmont,Donald Trump,REP,481,True
Maine,Searsmont,Joe Biden,DEM,430,False
Maine,Searsport,Joe Biden,DEM,843,True
Maine,Searsport,Donald Trump,REP,721,False
Maine,Stockton Springs,Joe Biden,DEM,529,True
Maine,Stockton Springs,Donald Trump,REP,508,False
Maine,Swanville,Donald Trump,REP,454,True
Maine,Swanville,Joe Biden,DEM,339,False
Maine,Thorndike,Joe Biden,DEM,228,True
Maine,Thorndike,Donald Trump,REP,211,False
Maine,Troy,Donald Trump,REP,340,True
Maine,Troy,Joe Biden,DEM,233,False
Maine,Waldo,Donald Trump,REP,261,True
Maine,Waldo,Joe Biden,DEM,227,False
Maine,Winterport,Donald Trump,REP,1245,True
Maine,Winterport,Joe Biden,DEM,1034,False
Maine,Addison,Donald Trump,REP,451,True
Maine,Addison,Joe Biden,DEM,235,False
Maine,Alexander,Donald Trump,REP,224,True
Maine,Alexander,Joe Biden,DEM,73,False
Maine,Baileyville,Donald Trump,REP,421,True
Maine,Baileyville,Joe Biden,DEM,239,False
Maine,Baring Plt.,Donald Trump,REP,68,True
Maine,Baring Plt.,Joe Biden,DEM,42,False
Maine,Beals,Donald Trump,REP,191,True
Maine,Beals,Joe Biden,DEM,98,False
Maine,Beddington,Donald Trump,REP,36,True
Maine,Beddington,Joe Biden,DEM,13,False
Maine,Calais,Donald Trump,REP,856,True
Maine,Calais,Joe Biden,DEM,626,False
Maine,Charlotte,Donald Trump,REP,145,True
Maine,Charlotte,Joe Biden,DEM,68,False
Maine,Cherryfield,Donald Trump,REP,417,True
Maine,Cherryfield,Joe Biden,DEM,212,False
Maine,Columbia,Donald Trump,REP,156,True
Maine,Columbia,Joe Biden,DEM,67,False
Maine,Columbia Falls,Donald Trump,REP,204,True
Maine,Columbia Falls,Joe Biden,DEM,119,False
Maine,Cooper,Donald Trump,REP,60,True
Maine,Cooper,Joe Biden,DEM,33,False
Maine,Crawford,Donald Trump,REP,45,True
Maine,Crawford,Joe Biden,DEM,18,False
Maine,Cutler,Donald Trump,REP,218,True
Maine,Cutler,Joe Biden,DEM,86,False
Maine,Danforth,Donald Trump,REP,314,True
Maine,Danforth,Joe Biden,DEM,98,False
Maine,Deblois,Donald Trump,REP,35,True
Maine,Deblois,Joe Biden,DEM,5,False
Maine,Dennysville,Donald Trump,REP,214,True
Maine,Dennysville,Joe Biden,DEM,137,False
Maine,East Machias,Donald Trump,REP,528,True
Maine,East Machias,Joe Biden,DEM,270,False
Maine,Eastport,Joe Biden,DEM,474,True
Maine,Eastport,Donald Trump,REP,339,False
Maine,Grand Lake Stream Plt,Donald Trump,REP,60,True
Maine,Grand Lake Stream Plt,Joe Biden,DEM,37,False
Maine,Harrington,Donald Trump,REP,363,True
Maine,Harrington,Joe Biden,DEM,168,False
Maine,Jonesboro,Donald Trump,REP,212,True
Maine,Jonesboro,Joe Biden,DEM,124,False
Maine,Jonesport,Donald Trump,REP,447,True
Maine,Jonesport,Joe Biden,DEM,243,False
Maine,Lubec,Joe Biden,DEM,457,True
Maine,Lubec,Donald Trump,REP,406,False
Maine,Machias,Donald Trump,REP,461,True
Maine,Machias,Joe Biden,DEM,395,False
Maine,Machiasport,Donald Trump,REP,337,True
Maine,Machiasport,Joe Biden,DEM,216,False
Maine,Marshfield,Donald Trump,REP,208,True
Maine,Marshfield,Joe Biden,DEM,102,False
Maine,Meddybemps,Donald Trump,REP,70,True
Maine,Meddybemps,Joe Biden,DEM,28,False
Maine,Milbridge,Donald Trump,REP,391,True
Maine,Milbridge,Joe Biden,DEM,326,False
Maine,Northfield,Donald Trump,REP,81,True
Maine,Northfield,Joe Biden,DEM,38,False
Maine,Pembroke,Donald Trump,REP,267,True
Maine,Pembroke,Joe Biden,DEM,208,False
Maine,Perry,Donald Trump,REP,258,True
Maine,Perry,Joe Biden,DEM,206,False
Maine,Princeton,Donald Trump,REP,340,True
Maine,Princeton,Joe Biden,DEM,118,False
Maine,Robbinston,Donald Trump,REP,221,True
Maine,Robbinston,Joe Biden,DEM,128,False
Maine,Roque Bluffs,Joe Biden,DEM,101,True
Maine,Roque Bluffs,Donald Trump,REP,80,False
Maine,Steuben,Donald Trump,REP,409,True
Maine,Steuben,Joe Biden,DEM,245,False
Maine,Talmadge,Donald Trump,REP,18,True
Maine,Talmadge,Joe Biden,DEM,13,False
Maine,Topsfield,Donald Trump,REP,100,True
Maine,Topsfield,Joe Biden,DEM,24,False
Maine,Vanceboro,Donald Trump,REP,65,True
Maine,Vanceboro,Joe Biden,DEM,28,False
Maine,Waite,Donald Trump,REP,33,True
Maine,Waite,Joe Biden,DEM,18,False
Maine,Wesley,Donald Trump,REP,45,True
Maine,Wesley,Joe Biden,DEM,27,False
Maine,Whiting,Donald Trump,REP,205,True
Maine,Whiting,Joe Biden,DEM,147,False
Maine,Whitneyville,Donald Trump,REP,70,True
Maine,Whitneyville,Joe Biden,DEM,55,False
Maine,Acton,Donald Trump,REP,930,True
Maine,Acton,Joe Biden,DEM,651,False
Maine,Alfred,Joe Biden,DEM,983,True
Maine,Alfred,Donald Trump,REP,948,False
Maine,Arundel,Joe Biden,DEM,1405,True
Maine,Arundel,Donald Trump,REP,1347,False
Maine,Berwick,Donald Trump,REP,2229,True
Maine,Berwick,Joe Biden,DEM,1999,False
Maine,Biddeford,Joe Biden,DEM,7022,True
Maine,Biddeford,Donald Trump,REP,3705,False
Maine,Buxton,Donald Trump,REP,2686,True
Maine,Buxton,Joe Biden,DEM,2416,False
Maine,Cornish,Donald Trump,REP,478,True
Maine,Cornish,Joe Biden,DEM,429,False
Maine,Dayton,Donald Trump,REP,756,True
Maine,Dayton,Joe Biden,DEM,582,False
Maine,Eliot,Joe Biden,DEM,2839,True
Maine,Eliot,Donald Trump,REP,1788,False
Maine,Hollis,Donald Trump,REP,1535,True
Maine,Hollis,Joe Biden,DEM,1268,False
Maine,Kennebunk,Joe Biden,DEM,5368,True
Maine,Kennebunk,Donald Trump,REP,2682,False
Maine,Kennebunkport,Joe Biden,DEM,1777,True
Maine,Kennebunkport,Donald Trump,REP,926,False
Maine,Kittery,Joe Biden,DEM,4418,True
Maine,Kittery,Donald Trump,REP,1809,False
Maine,Lebanon,Donald Trump,REP,2178,True
Maine,Lebanon,Joe Biden,DEM,1232,False
Maine,Limerick,Donald Trump,REP,948,True
Maine,Limerick,Joe Biden,DEM,813,False
Maine,Limington,Donald Trump,REP,1357,True
Maine,Limington,Joe Biden,DEM,856,False
Maine,Lyman,Donald Trump,REP,1537,True
Maine,Lyman,Joe Biden,DEM,1315,False
Maine,Newfield,Donald Trump,REP,575,True
Maine,Newfield,Joe Biden,DEM,362,False
Maine,North Berwick,Donald Trump,REP,1557,True
Maine,North Berwick,Joe Biden,DEM,1465,False
Maine,Ogunquit,Joe Biden,DEM,731,True
Maine,Ogunquit,Donald Trump,REP,311,False
Maine,Old Orchrd Bch,Joe Biden,DEM,3708,True
Maine,Old Orchrd Bch,Donald Trump,REP,2368,False
Maine,Parsonsfield,Donald Trump,REP,564,True
Maine,Parsonsfield,Joe Biden,DEM,469,False
Maine,Saco,Joe Biden,DEM,7794,True
Maine,Saco,Donald Trump,REP,4497,False
Maine,Sanford,Joe Biden,DEM,5392,True
Maine,Sanford,Donald Trump,REP,5182,False
Maine,Shapleigh,Donald Trump,REP,1034,True
Maine,Shapleigh,Joe Biden,DEM,704,False
Maine,South Berwick,Joe Biden,DEM,2748,True
Maine,South Berwick,Donald Trump,REP,1734,False
Maine,Waterboro,Donald Trump,REP,2471,True
Maine,Waterboro,Joe Biden,DEM,1861,False
Maine,Wells,Joe Biden,DEM,4465,True
Maine,Wells,Donald Trump,REP,3333,False
Maine,York,Joe Biden,DEM,6117,True
Maine,York,Donald Trump,REP,3352,False
Maryland,Allegany County,Donald Trump,REP,20886,True
Maryland,Allegany County,Joe Biden,DEM,9158,False
Maryland,Anne Arundel County,Joe Biden,DEM,172823,True
Maryland,Anne Arundel County,Donald Trump,REP,127821,False
Maryland,Baltimore County,Joe Biden,DEM,258409,True
Maryland,Baltimore County,Donald Trump,REP,146202,False
Maryland,Calvert County,Donald Trump,REP,25346,True
Maryland,Calvert County,Joe Biden,DEM,22587,False
Maryland,Caroline County,Donald Trump,REP,10283,True
Maryland,Caroline County,Joe Biden,DEM,5095,False
Maryland,Carroll County,Donald Trump,REP,60218,True
Maryland,Carroll County,Joe Biden,DEM,36456,False
Maryland,Cecil County,Donald Trump,REP,29439,True
Maryland,Cecil County,Joe Biden,DEM,16809,False
Maryland,Charles County,Joe Biden,DEM,62171,True
Maryland,Charles County,Donald Trump,REP,25579,False
Maryland,Dorchester County,Donald Trump,REP,8764,True
Maryland,Dorchester County,Joe Biden,DEM,6857,False
Maryland,Frederick County,Joe Biden,DEM,77675,True
Maryland,Frederick County,Donald Trump,REP,63682,False
Maryland,Garrett County,Donald Trump,REP,12002,True
Maryland,Garrett County,Joe Biden,DEM,3281,False
Maryland,Harford County,Donald Trump,REP,80930,True
Maryland,Harford County,Joe Biden,DEM,63095,False
Maryland,Howard County,Joe Biden,DEM,129433,True
Maryland,Howard County,Donald Trump,REP,48390,False
Maryland,Kent County,Joe Biden,DEM,5329,True
Maryland,Kent County,Donald Trump,REP,5195,False
Maryland,Montgomery County,Joe Biden,DEM,419569,True
Maryland,Montgomery County,Donald Trump,REP,101222,False
Maryland,Prince George's County,Joe Biden,DEM,379208,True
Maryland,Prince George's County,Donald Trump,REP,37090,False
Maryland,Queen Anne's County,Donald Trump,REP,18741,True
Maryland,Queen Anne's County,Joe Biden,DEM,10709,False
Maryland,St. Mary's County,Donald Trump,REP,30826,True
Maryland,St. Mary's County,Joe Biden,DEM,23138,False
Maryland,Somerset County,Donald Trump,REP,5739,True
Maryland,Somerset County,Joe Biden,DEM,4241,False
Maryland,Talbot County,Joe Biden,DEM,11062,True
Maryland,Talbot County,Donald Trump,REP,10946,False
Maryland,Washington County,Donald Trump,REP,40224,True
Maryland,Washington County,Joe Biden,DEM,26044,False
Maryland,Wicomico County,Donald Trump,REP,22944,True
Maryland,Wicomico County,Joe Biden,DEM,22054,False
Maryland,Worcester County,Donald Trump,REP,18571,True
Maryland,Worcester County,Joe Biden,DEM,12560,False
Maryland,Baltimore city,Joe Biden,DEM,207260,True
Maryland,Baltimore city,Donald Trump,REP,25374,False
Massachusetts,Barnstable,Joe Biden,DEM,16491,True
Massachusetts,Barnstable,Donald Trump,REP,11436,False
Massachusetts,Bourne,Joe Biden,DEM,6527,True
Massachusetts,Bourne,Donald Trump,REP,5331,False
Massachusetts,Brewster,Joe Biden,DEM,4940,True
Massachusetts,Brewster,Donald Trump,REP,2338,False
Massachusetts,Chatham,Joe Biden,DEM,3107,True
Massachusetts,Chatham,Donald Trump,REP,1834,False
Massachusetts,Dennis,Joe Biden,DEM,6181,True
Massachusetts,Dennis,Donald Trump,REP,3938,False
Massachusetts,Eastham,Joe Biden,DEM,2864,True
Massachusetts,Eastham,Donald Trump,REP,1151,False
Massachusetts,Falmouth,Joe Biden,DEM,14134,True
Massachusetts,Falmouth,Donald Trump,REP,7319,False
Massachusetts,Harwich,Joe Biden,DEM,5833,True
Massachusetts,Harwich,Donald Trump,REP,3365,False
Massachusetts,Mashpee,Joe Biden,DEM,5982,True
Massachusetts,Mashpee,Donald Trump,REP,4086,False
Massachusetts,Orleans,Joe Biden,DEM,3288,True
Massachusetts,Orleans,Donald Trump,REP,1458,False
Massachusetts,Provincetown,Joe Biden,DEM,2402,True
Massachusetts,Provincetown,Donald Trump,REP,182,False
Massachusetts,Sandwich,Joe Biden,DEM,7739,True
Massachusetts,Sandwich,Donald Trump,REP,6044,False
Massachusetts,Truro,Joe Biden,DEM,1386,True
Massachusetts,Truro,Donald Trump,REP,340,False
Massachusetts,Wellfleet,Joe Biden,DEM,1971,True
Massachusetts,Wellfleet,Donald Trump,REP,496,False
Massachusetts,Yarmouth,Joe Biden,DEM,9149,True
Massachusetts,Yarmouth,Donald Trump,REP,5993,False
Massachusetts,Adams,Joe Biden,DEM,2894,True
Massachusetts,Adams,Donald Trump,REP,1428,False
Massachusetts,Alford,Joe Biden,DEM,271,True
Massachusetts,Alford,Donald Trump,REP,50,False
Massachusetts,Becket,Joe Biden,DEM,757,True
Massachusetts,Becket,Donald Trump,REP,413,False
Massachusetts,Cheshire,Joe Biden,DEM,1124,True
Massachusetts,Cheshire,Donald Trump,REP,775,False
Massachusetts,Clarksburg,Joe Biden,DEM,583,True
Massachusetts,Clarksburg,Donald Trump,REP,390,False
Massachusetts,Dalton,Joe Biden,DEM,2682,True
Massachusetts,Dalton,Donald Trump,REP,1039,False
Massachusetts,Egremont,Joe Biden,DEM,783,True
Massachusetts,Egremont,Donald Trump,REP,174,False
Massachusetts,Florida,Joe Biden,DEM,209,True
Massachusetts,Florida,Donald Trump,REP,203,False
Massachusetts,Great Barrington,Joe Biden,DEM,3368,True
Massachusetts,Great Barrington,Donald Trump,REP,654,False
Massachusetts,Hancock,Joe Biden,DEM,257,True
Massachusetts,Hancock,Donald Trump,REP,207,False
Massachusetts,Hinsdale,Joe Biden,DEM,771,True
Massachusetts,Hinsdale,Donald Trump,REP,402,False
Massachusetts,Lanesborough,Joe Biden,DEM,1237,True
Massachusetts,Lanesborough,Donald Trump,REP,604,False
Massachusetts,Lee,Joe Biden,DEM,2415,True
Massachusetts,Lee,Donald Trump,REP,985,False
Massachusetts,Lenox,Joe Biden,DEM,2701,True
Massachusetts,Lenox,Donald Trump,REP,602,False
Massachusetts,Monterey,Joe Biden,DEM,481,True
Massachusetts,Monterey,Donald Trump,REP,102,False
Massachusetts,Mount Washington,Joe Biden,DEM,102,True
Massachusetts,Mount Washington,Donald Trump,REP,16,False
Massachusetts,New Ashford,Joe Biden,DEM,98,True
Massachusetts,New Ashford,Donald Trump,REP,48,False
Massachusetts,New Marlborough,Joe Biden,DEM,678,True
Massachusetts,New Marlborough,Donald Trump,REP,264,False
Massachusetts,North Adams,Joe Biden,DEM,4216,True
Massachusetts,North Adams,Donald Trump,REP,1600,False
Massachusetts,Otis,Joe Biden,DEM,550,True
Massachusetts,Otis,Donald Trump,REP,441,False
Massachusetts,Peru,Joe Biden,DEM,299,True
Massachusetts,Peru,Donald Trump,REP,216,False
Massachusetts,Pittsfield,Joe Biden,DEM,16404,True
Massachusetts,Pittsfield,Donald Trump,REP,5017,False
Massachusetts,Richmond,Joe Biden,DEM,828,True
Massachusetts,Richmond,Donald Trump,REP,215,False
Massachusetts,Sandisfield,Joe Biden,DEM,306,True
Massachusetts,Sandisfield,Donald Trump,REP,200,False
Massachusetts,Savoy,Joe Biden,DEM,226,True
Massachusetts,Savoy,Donald Trump,REP,161,False
Massachusetts,Sheffield,Joe Biden,DEM,1542,True
Massachusetts,Sheffield,Donald Trump,REP,578,False
Massachusetts,Stockbridge,Joe Biden,DEM,1099,True
Massachusetts,Stockbridge,Donald Trump,REP,237,False
Massachusetts,Tyringham,Joe Biden,DEM,234,True
Massachusetts,Tyringham,Donald Trump,REP,72,False
Massachusetts,Washington,Joe Biden,DEM,240,True
Massachusetts,Washington,Donald Trump,REP,107,False
Massachusetts,West Stockbridge,Joe Biden,DEM,784,True
Massachusetts,West Stockbridge,Donald Trump,REP,164,False
Massachusetts,Williamstown,Joe Biden,DEM,3196,True
Massachusetts,Williamstown,Donald Trump,REP,499,False
Massachusetts,Windsor,Joe Biden,DEM,370,True
Massachusetts,Windsor,Donald Trump,REP,201,False
Massachusetts,Acushnet,Donald Trump,REP,3290,True
Massachusetts,Acushnet,Joe Biden,DEM,2664,False
Massachusetts,Attleboro,Joe Biden,DEM,13661,True
Massachusetts,Attleboro,Donald Trump,REP,9272,False
Massachusetts,Berkley,Donald Trump,REP,2251,True
Massachusetts,Berkley,Joe Biden,DEM,1764,False
Massachusetts,Dartmouth,Joe Biden,DEM,9792,True
Massachusetts,Dartmouth,Donald Trump,REP,7778,False
Massachusetts,Dighton,Donald Trump,REP,2473,True
Massachusetts,Dighton,Joe Biden,DEM,2139,False
Massachusetts,Easton,Joe Biden,DEM,8715,True
